Sentence,Sentiment
Buying op in this range IMO user: user You still long in COP Are you a buyer today,positive
"In a new company statement, the telecom operator recorded lower net income for the current quarter, weakening investor confidence; this was update reference N02431.",negative
Large cap Tech call flows hot early $MSFT $AAPL $NVDA $FB,positive
"Following its recent business review, the cloud provider reported slower order growth during the latest trading period, raising concerns about growth; this was update reference N01483.",negative
"In its latest investor communication, the logistics company posted a quarterly loss for the current financial year, and investors reacted negatively; this was update reference N02028.",negative
GLOBAL MARKETS-Flare-up of Sino-U.S. tensions over Hong Kong knocks world shares off 22-month high,negative
PPHM FIED 2.44 SOD 2.49 WI BY BACK AGAIN I WI TAKE .05 WHEN THEY IT QICK WE TADE THIS 10 TIMES TODAY FO NICKES GOT .50 EASY WAY,positive
Should You Buy Ecopetrol S.A. (EC)?,neutral
Judge will not force Uber to convert drivers to employees,positive
"ANA Get long Arena here's why, seekingalpha.com/article/1298901",positive
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,positive
Citizen Journalist Covering Virus Outbreak From Wuhan Goes Missing,neutral
Dynex Capital beats on revenue,positive
"STOCKS NOW:
- Dow up 1,131.98 points 
- Nasdaq up 389.55 
- S&P up 135.97 https://t.co/TU4DLQVnBW",positive
"The Russian government will contribute 20 % of the necessary funds , he said .",neutral
"Stocks could rocket higher from here, history shows: Morning Brief https://t.co/b2iiWYhKSS by @SamRo https://t.co/TMIheTmziA",positive
"CBMX wow nice move, missed it, no pos here",positive
Amazon seeks testimony from Trump in cloud contract appeal https://t.co/0j1Ud0cX5L,neutral
"In its latest investor communication, the software firm lowered its revenue forecast for the current quarter, weakening investor confidence; this was update reference N02672.",negative
"In a new company statement, the cybersecurity company recorded lower net income for its main business segment, raising concerns about growth; this was update reference N02501.",negative
Property Portfolio: Finding Safety in U.K.'s Six Biggest Cities,neutral
$SLB - Schlumberger: Value Beginning To Emerge After Shares Halved Yet Again. https://t.co/KSbxamZPBa #stockmarket #stocks #business,positive
"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion",positive
$SONN up after hours on no news. Tempting but got to check if it has warrants and how clean the share structure is. https://t.co/92Qd9TPb67,positive
"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive
INNIO and HanseWerk AG Pool Their Technological Expertise for Innovative Hydrogen-Fueled Combined Heat and Power Pl https://t.co/Pk711Zmwl3,neutral
$FB I've been dead on so far. Such a bloated valuation. https://t.co/czCf8Kbrlt,negative
"According to its newest filing, the electronics maker recorded lower net income in its latest reporting cycle, adding to bearish sentiment; this was update reference N00802.",negative
Anyone follow CST? earnings Feb 7th AMC looks interesting here off 50day under 50/share may get a bid into the report on #WATCHIST,positive
Immunomedics shares more than doubled after a study of its breast cancer drug was stopped early on promising results https://t.co/8x5IPaMhFd,positive
"During the latest reporting period, the payment provider reported weaker revenue for the current financial year, and investors reacted negatively; this was update reference N01788.",negative
"In its latest update, the manufacturer reported slower order growth for the current quarter, weakening investor confidence; this was update reference N03123.",negative
"`` I 'm happy with the outcome , '' Sneed said after the hearing .",positive
"Following the divestment , Fiskars 's Outdoor unit will comprise the brands Gerber , Silva and Buster , and will focus on multi-tools , knives , compasses , mobile lighting , pedometers , and aluminium boats .",neutral
EAT is hungry for all-time highs today.,positive
Neste Oyj reports Q4 results,neutral
"In Finland , the five largest brands control 90 % of the beer market .",neutral
Operating profit margin increased from 11.2 % to 11.7 % .,positive
"HK Ruokatalo now accounts for about 50 % of poultry sales in Finland , and profitability is at a good level .",positive
Caterpillar: 3 lessons from an iconic brand about digital competition https://t.co/asZKxgDksp,neutral
NTSB calls on Boeing to redesign thousands of 737s,negative
"In its latest update, the telecom operator posted a quarterly loss across its major business units, signaling weaker momentum; this was update reference N02010.",negative
"Founded in 1994 , the company uses a six-step , time-focused , collaborative project approach to improve financial institutions ' revenue streams .",neutral
good end of day volume coming into DECK and MAKO,positive
Acreage Open Its First Cannabis Cultivation Facility In The Pacific Northwest,neutral
"Saudi Arabia has delayed pricing its crude for May delivery, a cease-fire in a price war that has contributed to aÃ¢â¬Â¦ https://t.co/MXR4xmIlYK",negative
"In its latest investor communication, the software firm recorded stronger sales in its latest reporting cycle, adding to bullish sentiment; this was update reference P00712.",positive
$COMDX: Metals Settlement Prices https://t.co/Qu7V0v0IFC,neutral
10-year yield at 1.812%; 2-year yield at 1.606%; 30-year yield at 2.290%,neutral
"In a newly issued market update, the technology company recorded lower net income for the current financial year, and investors reacted negatively; this was update reference N02387.",negative
$TQQQ - TQQQ: Sidestepping Recessions With Leverage. Read more: https://t.co/scB7iPJsOG #stockmarket #business #markets,neutral
"During the latest reporting period, the manufacturer reported weaker margins for its domestic operations, adding to bearish sentiment; this was update reference N01165.",negative
Ghana plans to use $1 billion of newly raised cash to restructure debts with power generators https://t.co/zPnfMcQaPi,neutral
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",neutral
"$TWLO: Twilio beats by $0.03, beats on revs; guides Q1 EPS below consensus, revs above consensus; guides FY20 EPS... https://t.co/l1Swqrbche",positive
#Oil #markets react in a hefty way to short-term news. The #coronavirus panic has made many already inexpensive https://t.co/YSqUQAY02J,neutral
"In its latest investor communication, the cybersecurity company reported declining demand for the latest fiscal period, weakening investor confidence; this was update reference N03904.",negative
Advantego reports Q3 results,neutral
"At 20.76, Is Lagardère SCA (EPA:MMB) Worth Looking At Closely?",neutral
PEIX long more going to .50+,positive
JPMorgan Chase CEO Jamie Dimon said he sees a 'bad recession' in 2020. More here: https://t.co/YZkgXZzJUx https://t.co/6YDSlmQArh,negative
Why Reports of Drugs for Coronavirus Are Premature,neutral
$ICPT: Intercept Pharma announces FDA acceptance of New Drug Application for obeticholic acid seeking accelerated... https://t.co/31L0KiSWEZ,positive
FX was the other big morning gapper,positive
AON has been in an uptrend since July and Thursday's break suggests a continuation of the upmove,positive
"A total six of the polled analysts rated M-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell '' .",neutral
"HPQ I'm going to nail this Mofo! HPQ going to be in the Spotlight tonight, ooking for a eal Gapper tomorrow!",positive
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,positive
"$ESNT $MTG $NMIH - Move big into mortgage insurers after these regulatory announcements, BTIG says https://t.co/8I5Wd90AOR",positive
"Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing .",neutral
"The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors .",neutral
"In its latest investor communication, the industrial firm warned of operational delays across its major business units, signaling weaker momentum; this was update reference N01678.",negative
"The Federal Reserve took more extraordinary measures to keep the economy from seizing up, but it can't soften the b https://t.co/SsvXAyhVr3",neutral
"""I accept this award on behalf of Ethiopians and Eritreans.""

Ethiopian Prime Minister Abiy Ahmed receives the https://t.co/QQCGKVPtFq",neutral
$LK - Muddy Waters goes short Luckin Coffee https://t.co/8yrbwAjLKG,negative
"In its latest update, the logistics company reported robust customer demand for the latest fiscal period, boosting investor confidence; this was update reference P01324.",positive
END added to our list of BEST STOCK PICKS - Trade Alerts will be sent to members.,positive
"GeoSentric is acquiring extra financing by issuing a maximum of 220,000 new shares and a convertible bond with subscription rights for 880,000 shares , which have been fully subscribed .",neutral
Nasdaq opens 34 points or 0.4% higher,positive
"CA continuing to work well. Glad I bought a decent size block, probably cutting out of this one soon. lol",negative
"In its latest update, the healthcare company reported robust customer demand for the latest fiscal period, supporting a positive outlook; this was update reference P01296.",positive
HSBC Hit by Fresh Details of Tax Evasion Claims,negative
"Going long msft tomorrow, I think 30 is written all over this one ex div is also coming up.",positive
Powell: Fed will use 'QE' aggressively to fight next recession https://t.co/me3x7SJac6,neutral
"In a new company statement, the telecom operator improved its operating margin for its main business segment, strengthening growth expectations; this was update reference P00611.",positive
eview Of Open Positions - Stocks -  AEE AN ASGN GMC GOOG HTZ NKD PO SWI V,positive
Notable S in oil & gas equipment & svs stocks: OII FTI TTI,positive
"In a newly issued market update, the telecom operator reported stronger revenue for its domestic operations, signaling improving momentum; this was update reference P00056.",positive
"In a new company statement, the cybersecurity company reported better cash flow for the current quarter, boosting investor confidence; this was update reference P00961.",positive
"In its latest update, the healthcare company cut its earnings guidance for its domestic operations, signaling weaker momentum; this was update reference N00176.",negative
"In its latest investor communication, the consumer brand reported stronger revenue for the current quarter, boosting investor confidence; this was update reference P01741.",positive
"In its latest investor communication, the logistics company warned of operational delays for the current financial year, and investors reacted negatively; this was update reference N03288.",negative
"During the latest reporting period, the technology company posted a quarterly loss during the latest trading period, raising concerns about growth; this was update reference N00283.",negative
How Much is ResMed Inc.'s (NYSE:RMD) CEO Getting Paid?,neutral
"AbbVie EPS beats by $0.02, beats on revenue",positive
user: AAP 450 pin??  Yep !! 450.00 Pin,negative
$ULTA - Ulta Beauty: Look Under The Surface. Follow this and any other stock on Seeking Alpha! https://t.co/vRveQXzIoe,neutral
"In a newly issued market update, the payment provider warned of operational delays for the current quarter, weakening investor confidence; this was update reference N01652.",negative
"CIGNA EPS beats by $0.11, beats on revenue",positive
Woke Sachs,neutral
"In its latest update, the retail company reported weaker margins for the current quarter, weakening investor confidence; this was update reference N01142.",negative
"A portion , $ 12.5 million , will be recorded as part of its winnings in a prior patent dispute with Finnish phone maker Nokia Oyj .",positive
EV buying on this pullback of this strong stock; entry 39.74 stop 38.02,positive
"What Kind Of Shareholder Owns Most SAExploration Holdings, Inc. (NASDAQ:SAEX) Stock?",neutral
user: user  'old technology' are more expensive .Market not for AAP ~THINK more nano/phone/watch dick tracy not rolex,positive
"The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .",positive
"In its latest update, the industrial firm reported weaker revenue during the latest trading period, raising concerns about growth; this was update reference N03494.",negative
The business development initiatives in North America are headed by Lynn Shanahan .,neutral
"The 19,200-square metre technology center is located near University of Tampere in central Tampere .",neutral
ECB's new chief Christine Lagarde has a deal for bank policymakers - cut out the open dissent and she'll spend more... https://t.co/q8kkm1J7Cz,neutral
$AKER - Akers Biosciences up 62% on advancement of COVID-19 vaccine https://t.co/1a5Q8svZz1,positive
"$COMDX: Summary of Weekly Petroleum Data for week ending February 7, 2020 https://t.co/EEt6iN3jZm",neutral
"ooking to short on GDX production company, was looking at H SA IAG... Anyone have a short thesis on a name?  Wld greatly appreciate it",negative
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",neutral
"In a new company statement, the media company reported stronger revenue across its core operations, supporting a positive outlook; this was update reference P01808.",positive
"In a newly issued market update, the financial group received an analyst upgrade for its main business segment, strengthening growth expectations; this was update reference P01001.",positive
His resignation will take effect immediately .,neutral
"The Group , with net sales of EUR 235 million in 2009 , employs more than 2 000 people in 33 countries .",neutral
"According to its newest filing, the telecom operator received an analyst downgrade in its latest reporting cycle, adding to bearish sentiment; this was update reference N02573.",negative
"In a new company statement, the e-commerce platform received an analyst downgrade for its main business segment, raising concerns about growth; this was update reference N02592.",negative
"In its latest investor communication, the financial group reported weaker margins across its major business units, signaling weaker momentum; this was update reference N01139.",negative
Fortum Oyj reports Q4 results,neutral
"April gold up 0.3% at $1,567.30/oz.",positive
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,neutral
$JOUT - Johnson Outdoors Inc. (JOUT) CEO Helen Johnson-Leipold on Q4 2019 Results - Earnings Call Transcript. Follo https://t.co/zO645AeLXI,neutral
"As a reminder, JPMorgan remains the riskiest bank with the highest GSIB score of any bank and a 4.0% surcharge. https://t.co/8jTxnywzqM",negative
"During the latest reporting period, the healthcare company reported slower order growth across its major business units, signaling weaker momentum; this was update reference N01438.",negative
"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage .",neutral
New Netflix bear steps out,negative
Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .,positive
New York Times Q4 revenue $508.4 mln vs. $502.7 mln; FactSet consensus $502 mln,positive
"In its latest investor communication, the energy producer improved its operating margin in its latest reporting cycle, adding to bullish sentiment; this was update reference P00593.",positive
"RT @lizrhoffman: Ã¢â¬ÅWe were on a good roll through January and February,Ã¢â¬Â Goldman CFO Stephen Scherr tells me. Ã¢â¬ÅThen came March.Ã¢â¬Â 

Updated wÃ¢â¬Â¦",negative
"During the latest reporting period, the industrial firm reported slower order growth for the latest fiscal period, putting pressure on the outlook; this was update reference N03216.",negative
21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,positive
"RT @lizrhoffman: Morgan Stanley profits down 30%, the least bad of big banks. But warns it might not meet those financial targets that itsÃ¢â¬Â¦",negative
Russia has built an enormous pipeline running from Siberia to the Chinese border to feed Chinas insatiable energy https://t.co/MWXPajS1rj,neutral
"During the latest reporting period, the industrial firm posted a quarterly loss for its domestic operations, signaling weaker momentum; this was update reference N03776.",negative
"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .",neutral
$VAL - Valaris discloses 18.7% active stake by Luminus https://t.co/Cpo84JjXRd,neutral
"In its latest update, the software firm reported weaker revenue across its core operations, putting pressure on the outlook; this was update reference N03368.",negative
Coca-Cola's Earnings: Outperforming Its Peers,positive
$OPTNX: Early Options Activity https://t.co/tcgjbS0ueR,neutral
WBK,neutral
ViacomCBS Plans New Streaming Video Service,neutral
Retailers Call China Trade Agreement Right Direction But Say a Final Deal is Needed,positive
"According to its newest filing, the e-commerce platform secured a major contract during the latest trading period, strengthening growth expectations; this was update reference P02174.",positive
"During the latest reporting period, the e-commerce platform lowered its revenue forecast for the current quarter, weakening investor confidence; this was update reference N02733.",negative
"$NYCB - New York Community Bancorp, Inc. 2019 Q4 - Results - Earnings Call Presentation. https://t.co/wXqi8TCrS7 #business #markets #finance",neutral
"I'm not short, but if I was going to put a trade on, it would be a short from 530 back to the 50d MA",negative
"In a newly issued market update, the industrial firm raised its earnings guidance for its main business segment, supporting a positive outlook; this was update reference P00280.",positive
Metro Inc. Just Missed Earnings And Its EPS Looked Sad - But Analysts Have Updated Their Models,negative
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,positive
$PFN - PFN: Staying Cautious Through The End Of The Year. Get more info on Seeking Alpha: https://t.co/uE643VuiuQ https://t.co/wZywVfW7QD,neutral
"A man is suing Burger King because the meatless Impossible Whopper is cooked on the same grill as meat products, th https://t.co/2WEnjgoIr1",negative
"In a new company statement, the retail company reported slower order growth during the latest trading period, raising concerns about growth; this was update reference N01423.",negative
"CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said .",neutral
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",neutral
"$EXFO - EXFO EPS in-line, beats on revenue https://t.co/hb8Thd9Jt9",positive
user: GMC looks like the free money trade for today. Headed to 49+ - so far so good,positive
AAP Support at 442ish and then gap fill below.,negative
"During the latest reporting period, the electronics maker reported declining demand for its main business segment, raising concerns about growth; this was update reference N02201.",negative
IBM and GOOG adding to gains in regular trading hours. I like them both but I prefer GOOG above 745.,positive
"According to its newest filing, the consumer brand received an analyst upgrade across its principal markets, and investors welcomed the news; this was update reference P01040.",positive
"According to its newest filing, the media company warned about rising costs across its major business units, signaling weaker momentum; this was update reference N02370.",negative
TXN raises 1Q13 earnings & revs to upper end of prev f/cast range - improving demand for chips - Expects 1Q13 EPS of 0.28-0.32,positive
"According to its newest filing, the retail company posted higher profit for the latest fiscal period, boosting investor confidence; this was update reference P00305.",positive
"In its latest investor communication, the financial group reported weaker revenue across its principal markets, and investors reacted negatively; this was update reference N00019.",negative
Investors hope Thursday's OPEC+ meeting will signal an end to the Saudi-Russian oil-price war https://t.co/2dXum2tlfY,positive
A rift between regulators over the Boeing 737 Max could hold back new plane programs https://t.co/yhPmfyRKCb,neutral
"In its latest investor communication, the manufacturer received an analyst downgrade for the current financial year, and investors reacted negatively; this was update reference N00887.",negative
Ex-Stanhope Capital execs land $600m in launch of new firm Eighteen48 Partners,neutral
"In its latest update, the retail company warned of operational delays for the current quarter, weakening investor confidence; this was update reference N03242.",negative
"In its latest update, the manufacturer posted higher profit in its latest reporting cycle, adding to bullish sentiment; this was update reference P02003.",positive
"Mueller Industries, Inc. (NYSE:MLI) Is Yielding 1.3% - But Is It A Buy?",neutral
Exxon Mobil prevails in New York climate change lawsuit #economy #MarketScreener https://t.co/nzUeEz2G4O https://t.co/4TQpxKLlzM,positive
"In a newly issued market update, the industrial firm reported weaker margins across its major business units, signaling weaker momentum; this was update reference N02940.",negative
"In its latest investor communication, the cybersecurity company raised its earnings guidance in its latest reporting cycle, adding to bullish sentiment; this was update reference P00264.",positive
"In its latest investor communication, the cybersecurity company posted higher profit during the latest trading period, strengthening growth expectations; this was update reference P00404.",positive
ovti ttm ending Oct 2012 Negative 151 million operational cash flow.. 273% decline vs yoy ttm ending oct 2011,negative
"In its latest update, the manufacturer lost a major customer contract during the latest trading period, raising concerns about growth; this was update reference N02983.",negative
Lovesac stock price target cut to $28 vs. $33 at Canaccord,negative
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",positive
Unilever profit rises despite sales slump in China,positive
"In a new company statement, the automotive company reported declining demand for its domestic operations, signaling weaker momentum; this was update reference N03866.",negative
"In its latest investor communication, the retail company reported stronger revenue for its domestic operations, signaling improving momentum; this was update reference P00026.",positive
"In a newly issued market update, the cloud provider reported better cash flow in its latest reporting cycle, adding to bullish sentiment; this was update reference P00924.",positive
"In its latest investor communication, the payment provider reported better cash flow across its principal markets, and investors welcomed the news; this was update reference P00950.",positive
"In this retail apocalypse, stores like $JCP need to meet customers with convenience. https://t.co/Utb0NZ9WEf",neutral
"Tennis legend @rogerfederers financial advice for athletes? Be conservative. I dream big, but yet we play it safe https://t.co/FgeWluyLVg",neutral
MEI Pharma Inc (NASDAQ:MEIP): Hedge Funds In Wait-and-See Mode,neutral
"Steps Being Taken To Ensure Timely Completion Of Rs 5.72-Lakh Crore Highway Projects, Says Nitin Gadkari",neutral
$NEON oversold,positive
TWI like this long 24% short...,positive
"In its latest update, the software firm secured a major contract across its core operations, supporting a positive outlook; this was update reference P00428.",positive
"Around 76,000 people were injured in the U.S. between 1998-2017 because of cell phone-related injuries https://t.co/u5FF9sIDSb",neutral
A Book That Helped Nestles Suresh Narayanan Tide Over The Maggi Crisis,neutral
16-year-old Carlos Gregorio Hernandez Vasquez died in U.S. Border Patrol care in May this year. Officials say he w https://t.co/A6yaktHF0g,neutral
"Following its recent business review, the banking group cut its earnings guidance for its domestic operations, signaling weaker momentum; this was update reference N03597.",negative
emember: ASTM need to raise money soon. At this point things are getting difficult. everse Split here too?,negative
The race is on to 3D-print fake-meat steaks https://t.co/HRwaTUq7hX via @BW,neutral
"In its latest investor communication, the banking group warned about rising costs for its domestic operations, signaling weaker momentum; this was update reference N02336.",negative
Industry NewsWolseley confident in reslilience amid mixed markets,positive
"Blow-off top coming in the S&P between 1565-1575.  Vix is low, buy puts in the SPY April and May 154,153,152,151 strikes 1565-75  SPY",negative
user: C     what is a runner,positive
Market Is Conducive to Long Volatility Positions: JPMorgan,neutral
A Healthier Alternative to Luxurious Chocolate This Valentines Day,neutral
"During the latest reporting period, the telecom operator posted higher profit for the current quarter, boosting investor confidence; this was update reference P00332.",positive
"In its latest investor communication, the telecom operator improved its operating margin during the latest trading period, strengthening growth expectations; this was update reference P02294.",positive
"Following its recent business review, the cloud provider reported stronger revenue in its latest reporting cycle, adding to bullish sentiment; this was update reference P01763.",positive
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,neutral
"In a new company statement, the property developer lost a major customer contract in its latest reporting cycle, adding to bearish sentiment; this was update reference N03054.",negative
The forces fueling 2020Ã¢â¬â¢s oil bust https://t.co/28JP5GfWLR,negative
"In a newly issued market update, the telecom operator warned about rising costs for the current financial year, and investors reacted negatively; this was update reference N00616.",negative
"In its latest update, the cybersecurity company lowered its revenue forecast across its principal markets, and investors reacted negatively; this was update reference N01100.",negative
"HPQ Trading at a Multiple, oad the Freaking BOAT IMO!",positive
"In a newly issued market update, the manufacturer lost a major customer contract across its principal markets, and investors reacted negatively; this was update reference N01309.",negative
$USO $UNG $UGAZ - U.S. rig count falls for fifth straight week https://t.co/UwX3Qg6gGZ,positive
Hedge Funds Arent Done Buying Omega Healthcare Investors Inc (OHI),positive
Downgrades 11/25: $AEO $COLM $DGII $EQT $ESS $EVRG $GTT $KRG $MANT $MDCO $NFLX $OMP $PEG $PRU $SBT $SITC $TAP $VIPS,negative
"Following its recent business review, the property developer lowered its revenue forecast for the current financial year, and investors reacted negatively; this was update reference N01098.",negative
"According to its newest filing, the consumer brand lost a major customer contract across its major business units, signaling weaker momentum; this was update reference N03000.",negative
"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .",neutral
"Hecla Mining EPS misses by $0.03, beats on revenue",neutral
The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws .,neutral
Boris Johnson vows no tax hikes in Tory manifesto https://t.co/GLYohLoHD0,neutral
Amazon's market value tops $1 trillion following the company's strong earnings report  https://t.co/AhgLGqh4nl,positive
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,neutral
America's lowest earners are powering the economy: Morning Brief,neutral
OS time start uptrend to fill upside gap break above 7.50 yields least .50 cent and test to 7.50 = .50 more from here = 1.00 - like it!,positive
IPhone Maker Foxconn Warns Staff to Keep Away From Shenzhen Base,neutral
"Sensex Holds 500-Point Lead Led By Gains In Rate Sensitive Stocks
https://t.co/VkKu5ZDlwx",positive
"During the latest reporting period, the energy producer received an analyst downgrade for the current quarter, weakening investor confidence; this was update reference N00871.",negative
"An analyst at Loop Capital upgrades $LYFT  to buy from hold, citing higher revenue growth potential.  https://t.co/2blCalNe9P",positive
"'Jumanji' Sequel With Dwayne Johnson, Kevin Hart Tops Box Office",neutral
"In a new company statement, the banking group secured a major contract for the current quarter, boosting investor confidence; this was update reference P00513.",positive
Ultra Clean downgraded to hold from buy at Stifel Nicolaus,negative
"Panic buying, trade curbs cause shortages of coronavirus drugs in EU #economy #MarketScreener https://t.co/9zP3OinI0D",negative
The expansion is to be finalized in the autumn of 2009 .,neutral
AAP Dow Theory = Volume must confirmed the trend (When the volume doesn't support the trend),negative
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .",neutral
"China sets tougher guidelines to protect patents, copyrights https://t.co/mBhjMayYGs https://t.co/Svw37wn3UI",neutral
PCN doulble top at key fib retracement weekly....time to exit ...,negative
MCS triggered last week and is pulling back on lighter volume so watch for reversal by support,positive
"Malibu Boats EPS beats by $0.25, beats on revenue",positive
$GPRO down 25% since Tue morning.,negative
"ZNGA Still shows red and dead on a enko view, PF Box size 0.25",negative
"In its latest update, the property developer received an analyst downgrade in its latest reporting cycle, adding to bearish sentiment; this was update reference N02633.",negative
"In its latest investor communication, the energy producer received an analyst downgrade for the current quarter, weakening investor confidence; this was update reference N00873.",negative
"user: BT Cortos en Peabody Energy si cae bajo 25,40. Stop loss 25,76.",negative
"For decades, the U.S. was the unquestioned leader in space travel. Now, the private space industry is taking off ar https://t.co/nbbzHy3t7m",positive
Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty https://t.co/9Q7cI79IYO $SBUX,positive
Net sales in 2007 are expected to be 10 % up on 2006 .,positive
"In its latest update, the cybersecurity company warned of operational delays for its main business segment, putting pressure on the outlook; this was update reference N03340.",negative
$SCANX: Today's biggest % gainers/losers https://t.co/JfKplyj1Lo,neutral
"Those were pretty looking breakouts on MA and V.  I was skeptical last week, but I'm on board now. et's see where they land.",positive
New York Times declares $0.06 dividend,neutral
$GBDC: Golub Capital beats by $0.01 https://t.co/TOtzF4cD2E,positive
user: AAP lets try the HOD again or lets try something new.. like a new HOW?,positive
Pinduoduo stock sinks on heavy volume after earnings,negative
EBay : Nears Deal to Sell StubHub to Viagogo for Roughly $4 Billion #eBay #Stock #MarketScreener https://t.co/95SK8Ahi0b,neutral
"Following its recent business review, the banking group reported declining demand across its core operations, putting pressure on the outlook; this was update reference N02197.",negative
"Following its recent business review, the retail company raised its revenue forecast across its core operations, supporting a positive outlook; this was update reference P01147.",positive
"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .",positive
UPDATE 2-Canada's labor union says no progress in talks with CN Rail; strike threatens grain exports,neutral
been holding this ZNGA long since like dec.. 2.75-2.70 is big resistance.. if it holds abv itll go to 3,positive
ONTY looks poised for bounce from bottom. SI starting to turn up & MACD is crossing up its signal,positive
"$HTH - Hilltop Holdings, Inc. (HTH) CEO Jeremy Ford on Q4 2019 Results - Earnings Call Transcript.... https://t.co/xXYAYCsXLg",neutral
"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",neutral
"In a newly issued market update, the manufacturer cut its earnings guidance across its core operations, putting pressure on the outlook; this was update reference N00189.",negative
"In addition , the production at the Varpaisj+Ã¢ rvi factory will be stopped at the beginning of April 2009 .",neutral
Martela is a front runner in providing innovative solutions and customer service Martela designs and supplies interior solutions for working environments and public spaces .,neutral
Reebok joins plant-based trend with vegan sneakers,neutral
CEE Over 35.12,positive
MMG : Resignation of Key Executive and Redesignation as NED #MMG #Stock #MarketScreener https://t.co/w5yviFvX0x https://t.co/lNiNw5zPHR,neutral
"AN doing what it needed to today, bouncing at support",positive
"MTG looking for a move to 5.20ish, low stop",positive
DPW reaches agreement with a family office to resolve debt previously in default,neutral
"In its latest investor communication, the software firm reported stronger revenue for its main business segment, strengthening growth expectations; this was update reference P00012.",positive
user: time to get out of the #cloud stocks VMW CM  ~~> valuations finally coming to earth...thankyou...,negative
EV over  40.72,positive
Bombardier Global 7500 Aircraft Receives Prestigious 2019 Ontario Professional Engineers Award - GlobeNewswire,neutral
AF short (AP 52.50 puts) working on the highs this AM :) Stochastic crossover,negative
"During the latest reporting period, the property developer reported stronger revenue for its domestic operations, adding to bullish sentiment; this was update reference P01795.",positive
"In a new company statement, the energy producer raised its earnings guidance across its principal markets, and investors welcomed the news; this was update reference P01850.",positive
BCM Attempt #4!! hopefully it will make it this time!!CNBC/Analysts or some catalyst will help!!,positive
"Weekend reads: Earn $100,000 a year and pay no federal income tax https://t.co/i73wJLTBNn",neutral
"In its latest investor communication, the automotive company secured a major contract across its major business units, signaling improving momentum; this was update reference P02189.",positive
"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .",neutral
"According to its newest filing, the financial group secured a major contract for the current financial year, and investors welcomed the news; this was update reference P00438.",positive
"In a newly issued market update, the software firm recorded lower net income in its latest reporting cycle, adding to bearish sentiment; this was update reference N02394.",negative
"CAT looks to be bottoming, but it also has not moved much off its lows with recent strength. If it breaks 89 to downside, its good short",negative
