Sentence,Sentiment
Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,neutral
"In its latest investor communication, the e-commerce platform reported slower order growth for the latest fiscal period, weakening investor confidence; this was update reference N03155.",negative
FFIV - Worked off overbought levels quickly after testing the top side of this long term base.  Gap fill at 99.05. Ascending triangle.,positive
$KFFB - Kentucky First Federal Bancorp reports Q1 results https://t.co/FX6RPrQvcT,neutral
"Weekend Review, 11/24: Confirmed Uptrend

Both major indexes are down for the week, breaking 7 consecutive up weeks https://t.co/k04JSxx56R",negative
'Bloomberg Daybreak: Americas' Full Show (12/17/2019),neutral
The passenger tunnel is expected to be put into operation in 2009 .,neutral
Uber Urges California Court to End Law That Gives Gig Workers Benefits,neutral
Edited Transcript of FCR.TO earnings conference call or presentation 6-Nov-19 7:00pm GMT,neutral
"Chegg EPS beats by $0.06, beats on revenue",positive
"During the latest reporting period, the software firm posted record operating income across its major business units, signaling improving momentum; this was update reference P01410.",positive
"While Risks Remain, VBI Vaccines Stock Is a Buy at Todays Prices",positive
Vail Resorts missing snow in early part of season,neutral
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,positive
Twitter reports first quarter of $1 billion in revenue,positive
"In a new company statement, the retail company received an analyst downgrade in its latest reporting cycle, adding to bearish sentiment; this was update reference N02543.",negative
Metal Bank : Managing Director's Presentation to Shareholders #MetalBank #Stock #MarketScreener https://t.co/xgnjVQORWf,neutral
"BAWAG - Is to issue a benchmark , covered deal .",neutral
$isrg trading at all-time high after strong earnings report with 4 days of short interest.,positive
"During the latest reporting period, the telecom operator posted higher profit for the current quarter, boosting investor confidence; this was update reference P02012.",positive
"In its latest update, the industrial firm warned about rising costs for the latest fiscal period, weakening investor confidence; this was update reference N02374.",negative
"Highlight: @tom_belger on London banning Uber: ""Uber's vowing already to appeal this decision to cut it out of one https://t.co/JpJQqGwBhX",neutral
"In a newly issued market update, the e-commerce platform reported weaker revenue for the current financial year, and investors reacted negatively; this was update reference N03437.",negative
"According to its notice , Skandinaviska Enskilda Banken AB publ Helsinki Branch has on 10 August 2009 divested in total 11,958,000 Alma Media shares to Ilkka-Yhtyma Oyj and Kaleva Kustannus Oy , as the conditions of the agreement made by the companies on 1 July 2009 fulfilled .",neutral
OWEED STOP IN FCX to 33.12.,negative
Double bottom with handle buy point of 29.51 $IP http://chart.ly/akvujxh,positive
"And the broker repeated its ` buy ' rating , based on expectations that current restructuring will lead to a clear improvement in performance in Europe in 2007 .",positive
Hedge Funds Are Dumping FutureFuel Corp. (FF),negative
"During the latest reporting period, the financial group reported better cash flow for the current financial year, and investors welcomed the news; this was update reference P00857.",positive
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,neutral
"HELSINKI AFX - Cargotec said it has bought a 95 pct stake in Indital Construction Machinery Ltd , a Bangalore-based company that makes fork lift trucks and mobile cranes , for an undisclosed sum .",neutral
Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...,neutral
"In its latest update, the telecom operator reported declining demand across its principal markets, and investors reacted negatively; this was update reference N02150.",negative
London Stock Exchange : Notice Regarding Contemplated Redemption of Notes #LondonStockExchange #Stock https://t.co/UPXKZvW5er,neutral
Amazon to create 500 new jobs in Florida as part of plans to open a fulfillment center in Auburndale,positive
"According to its newest filing, the automotive company warned about rising costs for the current financial year, and investors reacted negatively; this was update reference N02328.",negative
$MGI: Moneygram announces that Ripple has made the final $20 mln investment in MoneyGram equity pursuant to Ripple' https://t.co/VYjf2tso5Z,neutral
What??? No! How is this possible? ;) user: Payroll taxes eating WMT lunch.,negative
AXP new multi-yr highs,positive
U.S. 'Section 232' auto decision on hold for possible U.S.-EU trade deal: Kudlow,neutral
AAP Oppenheimer reduced price target to 600 from 800.,positive
"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .",positive
"During the latest reporting period, the energy producer warned about rising costs across its principal markets, adding to bearish sentiment; this was update reference N03951.",negative
IVE : Strategic Acquisition of Salmat Marketing Solutions #IVE #Stock #MarketScreener https://t.co/34RQHqBr4Q https://t.co/pb1Q0Tkd1p,neutral
"In a new company statement, the automotive company reported robust customer demand for its domestic operations, signaling improving momentum; this was update reference P01346.",positive
"user in a bullish you sell always, no buy; in a bearish market you buy no sell NX",negative
"It s an area that is highly valued , because most of the land there has already been built on .",neutral
"Stocks face 50% odds of correction in 2020, Vanguards Davis says",negative
"Following its recent business review, the retail company raised its earnings guidance for the current financial year, and investors welcomed the news; this was update reference P00167.",positive
"In a newly issued market update, the payment provider recorded stronger sales for the current quarter, boosting investor confidence; this was update reference P00812.",positive
"According to its newest filing, the telecom operator reported robust customer demand in its latest reporting cycle, adding to bullish sentiment; this was update reference P01313.",positive
"During the latest reporting period, the logistics company posted higher profit for the current financial year, and investors welcomed the news; this was update reference P00346.",positive
"In a new company statement, the electronics maker reported declining demand for its main business segment, putting pressure on the outlook; this was update reference N00520.",negative
"According to its newest filing, the cloud provider reported better cash flow across its principal markets, adding to bullish sentiment; this was update reference P00921.",positive
"One analyst says TD could unlock ""significant value"" by selling its minority stake in Ameritrade after its purchase https://t.co/swy7IVNnQE",positive
Domtar upgraded to market perform at BMO Capital,positive
Exponent reports weak margins for Q4,negative
"Diodes, Lite-On deal facing Chinese scrutiny - Bloomberg",neutral
Fmr. White House advisor says Trump will slap tariffs on China in December,negative
$IMMU: Immunomedics shares surge over 100% pre-market after it announced the ASCENT study will be stopped for... https://t.co/0xFpFCxbwk,positive
A trainee day trader in France once made $11.6 million in one day on what he thought was just a demo. https://t.co/kRc9qZc7X1,neutral
eading Stocks eading & Stock Market ESIIENT on down days. Further indication ally to continue. ES_F GNC NSM EVE  DDD STI NF,positive
Trump praises Powell as he says Fed chief has more 'arrows' in quiver https://t.co/rSqusNXnaF,neutral
"Cargotec Corporation , Press Release , April 28 , 2008 at 2.00 p.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant hatch cover orders for bulk carriers .",positive
Concern about the spread of the coronavirus has energy stocks falling along with the broader market. @TonyTheStreet https://t.co/qMg13i1f9F,negative
"In a newly issued market update, the automotive company cut its earnings guidance across its principal markets, adding to bearish sentiment; this was update reference N00231.",negative
"During the latest reporting period, the telecom operator recorded stronger sales for the current quarter, boosting investor confidence; this was update reference P00752.",positive
$DQ - Daqo New Energy Could Rebound Significantly In 2020 After Its Recent Selloff. Keep reading: https://t.co/AXumgZonvp,neutral
The federal government is sending out money. Here are all the details  https://t.co/ikrtCmd3FX https://t.co/ikrtCmd3FX,positive
BKS remember that one? - low volatility pointed out couple weeks ago. Forgot to check. Next. :),positive
What to look for when Fed Chair Powell meets with Congress this week,neutral
"In a newly issued market update, the manufacturer cut its earnings guidance across its core operations, putting pressure on the outlook; this was update reference N03549.",negative
"Everything Jim Cramer said on 'Mad Money,' including trade war progress, Clorox and SoFi CEOs https://t.co/wd730WkJvd",neutral
JCP 38.24% short float,positive
WYN  Over 60.32,positive
Financial terms were not disclosed .,neutral
"been talking CSOD, keep your eye on it today",positive
Futures point to fresh records for U.S. stocks on Monday,positive
"In its latest update, the e-commerce platform raised its earnings guidance for the current quarter, boosting investor confidence; this was update reference P00211.",positive
$CULP - More on Culp's Q2 results https://t.co/EdIwCJK32w,neutral
Hargreaves top investor sells shares at discount; stock drops,negative
any news here? EBAY,positive
"Facebook Bans All Content On Vaccine Awareness, Including Facts About Vaccine Ingredients https://t.co/uwwXUaxFCY",neutral
GG to be delisted soon typicall pump and dump same story over the last few months be careful one day trades over a mil next day ur stuck,negative
"In its latest investor communication, the telecom operator reported declining demand in its latest reporting cycle, adding to bearish sentiment; this was update reference N03834.",negative
"In a new company statement, the consumer brand expanded its order book across its core operations, supporting a positive outlook; this was update reference P01598.",positive
"PO still some work to do, needs volume on any move higher from here",positive
Qiwi +4.1% after Q3 beat-and-raise,positive
"Biggest analyst calls of the day: Broadcom, AT&T, MSG Networks & more",neutral
A WSJ primer on the central bank's novel $600 billion direct-loan program https://t.co/43O0vIETta,neutral
"Following its recent business review, the industrial firm posted a quarterly loss across its major business units, signaling weaker momentum; this was update reference N03779.",negative
"user I hate to be under 3, as average I end screw up, no good for me NN",negative
$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,negative
ASTX Daily technical indicators are bullish. Breakout watch over 4.58,positive
General Announcement::Melco Resorts Finance Announces Proposed Senior Notes Offering #SingaporeExchange #Stock https://t.co/8tIoYSk4oM,neutral
"When technology meets art, magical things can happen. This drone light show rivals the beauty of fireworks. https://t.co/Ud7vsUlLH3",neutral
Pioneer Resources : Inferred Resource Estimate for Cade Lithium Deposit #PioneerResources #Stock #MarketScreener https://t.co/35C6UqN55x,neutral
"Crude Prices To Continue To Fall In Coming Weeks, Historic Deal Insufficient: Goldman Sachs
https://t.co/tSM4X3B6WW",negative
$DSKE: Daseke names Chris Easter CEO https://t.co/5B89m5AOzJ,neutral
"Currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000 , compared with previous projections of a slightly better pre-tax profit .",neutral
"Special #Holiday Offer: Save 33% on streaming #market commentary, #investing #trading #ideas https://t.co/VHxQHmtMnn",neutral
The IMF is providing emergency financial assistance to member countries facing the economic impact of the #COVID19 https://t.co/Vu7rLIfpN7,neutral
"In its latest investor communication, the cybersecurity company raised its earnings guidance in its latest reporting cycle, adding to bullish sentiment; this was update reference P00264.",positive
"user for AMPE, the Gap for business is 28%, so a low on 3.69 x 14% is 4.20, and the MA-20 is also 4.20, so that is my target",positive
EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,positive
Three Dividend-Paying Guru Stocks - Sizemore Insights  ADM CHK JNJ HNZ WFC DVA BBY,positive
Fantasia : FURTHER INFORMATION IN RELATION TO THE CO-OPERATION AGREEMENT WITH SHENGYUAN  #Stock #MarketScreener https://t.co/NkBhcbaRvs,neutral
4 Observations From The First Ever 'Cannabis Investor Day',neutral
Edited Transcript of IWSY earnings conference call or presentation 12-Nov-19 9:30pm GMT,neutral
"According to its newest filing, the payment provider improved its operating margin across its core operations, supporting a positive outlook; this was update reference P02349.",positive
"What Kind Of Investor Owns Most Of Ritter Pharmaceuticals, Inc. (NASDAQ:RTTR)?",neutral
"During the latest reporting period, the electronics maker lowered its revenue forecast for the current quarter, weakening investor confidence; this was update reference N01081.",negative
"aapl so aside from simply levering on common stock or writing puts, any other *risky* strategies to play earnings for maximum reward?",positive
keep an eye on IDA presentation bout postive drug results at a conf 3pm in NYC today on watch for volume to come in,positive
"According to its newest filing, the e-commerce platform lost a major customer contract during the latest trading period, raising concerns about growth; this was update reference N03014.",negative
"In its latest update, the industrial firm recorded lower net income in its latest reporting cycle, adding to bearish sentiment; this was update reference N00834.",negative
EVC Bought more today for the 4th time - going much higher - all the major funds in media plays will buy this one - target easy 3.00+,positive
Welcome !,neutral
Instagram is willing to pay for celebrities IGTV production costs  as long as they avoid politics or elections https://t.co/kqBu6ZwK1g,neutral
"Following its recent business review, the manufacturer recorded lower net income across its major business units, signaling weaker momentum; this was update reference N02428.",negative
FIO huge Mar calls Volume  ONG,positive
U.S. productivity rises in fourth quarter,positive
"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",neutral
"CompaniesNew Aggreko CEO to reshape business, strip costs",positive
SK the long awaited short squeeze will not happen today!,negative
$ZOM - Zomedica readies equity offering; shares down 12% after hours https://t.co/NUoOoRsvkA,negative
Government Examining Foreign Fund Flows In Infrastructure At Strategic Locations,neutral
$R - Assessing If Ryder System's Dividend Is Sustainable. https://t.co/IgYQNhMWuX #trading #stocks #economy,neutral
"Austrian Finance Minister Gernot Bluemel says the debate over coronabonds is ""hypothetical"" https://t.co/QV5hExZNzx https://t.co/ozPSxKekmE",neutral
"During the latest reporting period, the payment provider reported robust customer demand for the current financial year, and investors welcomed the news; this was update reference P01368.",positive
"During the latest reporting period, the media company reported weaker revenue across its core operations, putting pressure on the outlook; this was update reference N01809.",negative
AAP holding weekly puts.,negative
The purchase price was not disclosed .,neutral
Central Bank of Philippines : Bangko Sentral ng Pilipinas Convenes the Financial Education... https://t.co/mFmcU9A7EI,neutral
Keurig Dr Pepper : Refinances to Extend Maturities #KeurigDrPepper #Stock #MarketScreener https://t.co/9sQ4dBOwGF https://t.co/i5svmH7mW3,neutral
"In a new company statement, the consumer brand recorded lower net income across its core operations, putting pressure on the outlook; this was update reference N02438.",negative
"After the transaction , Tikkurila has no powder coatings related operations .",neutral
"In a new company statement, the logistics company raised its earnings guidance for its domestic operations, adding to bullish sentiment; this was update reference P00205.",positive
"WN: ong  19.79. Trailing Stop  26.64 from 7 prior Stops of 24.39, 23.76, 20.42, 19.79, 18.09, 17.13 and 16.39 -",positive
DOE looking pretty ugly,negative
"It is Estonia 's second-largest meat processing company by market share ( according to AC Nielsen 's 2008 data , 13 percent ) .",neutral
"Following its recent business review, the technology company improved its operating margin for its domestic operations, signaling improving momentum; this was update reference P02246.",positive
"In its latest investor communication, the logistics company received an analyst downgrade across its core operations, putting pressure on the outlook; this was update reference N00908.",negative
"In a new company statement, the media company recorded lower net income for the current financial year, and investors reacted negatively; this was update reference N02508.",negative
ACX No negatives here.  Just an algo bringing it down.  Here's a chance to get stock cheap. BBH XV,positive
"KCG, i wonder who keeps painting the tape with these few hundred share lots in the AM? ast few times we rip during the day~",positive
"Highlight: 'Exxon definitely kind of has a counter-cyclical investment strategy right now,â @EdwardJones Analyst Je... https://t.co/IKlyfjyNHn",neutral
"Starbucks Stock Is a Buy, According to This Investment Bank",positive
"BAC fully engaged within a secondary reaction off of its 12.43 high on 1/07, and points to 10.80/50 target zone",negative
$PKT Momentum building for breakout trigger ! Long setup http://stks.co/eXVU,positive
"Trucking company XPO Logistics stock rises after earnings, CFO appointment",positive
"During the latest reporting period, the technology company posted higher profit during the latest trading period, strengthening growth expectations; this was update reference P01963.",positive
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",neutral
"In its latest investor communication, the banking group expanded its order book for the current financial year, and investors welcomed the news; this was update reference P01636.",positive
"In a new company statement, the automotive company warned of operational delays for the latest fiscal period, putting pressure on the outlook; this was update reference N03306.",negative
and HA -,positive
"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries .",neutral
$MMYT - MakeMyTrip Q3 2020 Earnings Preview https://t.co/20fDRwWdKl,neutral
VSN looking pretty,positive
Vietnam's budget carrier VietJet Aviation JSC will suspend all of its fights to China February 1 amid the novel cor... https://t.co/nWRl3RDuIy,negative
"U.K. stocks rally, British pound recovers as optimism over possible virus containment offsets worry over Johnson https://t.co/lusf9e2gZi",positive
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,positive
AFFY back to a full position size with avg cost of 2.38,positive
$SCHW $AMTD - Charles Schwab And TD Ameritrade: The Future Keeps Coming. Follow this and any other stock on Seeking https://t.co/J9SrknlpEt,neutral
"One week in, Netflix's stock is weathering Disney+",neutral
The March jobs report shows the start of a collapse that could shed all the U.S. jobs added by employers in the pasÃ¢â¬Â¦ https://t.co/pCJLsr1UJS,negative
"According to its newest filing, the e-commerce platform secured a major contract during the latest trading period, strengthening growth expectations; this was update reference P00494.",positive
Citrix Systems Inc $CTXS Position Increased by Mizuhoâ¦ https://t.co/v7Lkq08Flp @ShareStockNews,positive
"The move is aimed at boosting sales , cost-efficiency and market share in Finland .",positive
"In a newly issued market update, the software firm reported declining demand during the latest trading period, raising concerns about growth; this was update reference N00434.",negative
BAC Small Did on FOMC Minutes... Now we will resume to close Green IMO !,positive
"In a newly issued market update, the retail company lowered its revenue forecast for the current financial year, and investors reacted negatively; this was update reference N01008.",negative
AAP PMI Manufacturing Index ---> In Few minutes...,negative
"Medtronic EPS beats by $0.03, beats on revenue",positive
"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",neutral
"Following its recent business review, the manufacturer posted a quarterly loss across its major business units, signaling weaker momentum; this was update reference N00328.",negative
"In a newly issued market update, the technology company reported declining demand across its core operations, putting pressure on the outlook; this was update reference N03787.",negative
Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,neutral
c two daily  bull flags on top of each other=bullish still,positive
More names with a Bearish Engulfing candle pattern:IBT BECN AYI HCG MO SG MP EG BMS CEN WIE INE,negative
London Stock Exchange : Form 8.3 - Replacement of ABBVIE INC. #LondonStockExchange #Stock #MarketScreener https://t.co/dLdLyreVih,neutral
"In a new company statement, the manufacturer raised its earnings guidance for the latest fiscal period, boosting investor confidence; this was update reference P01864.",positive
shorts WG STK SNSS NPSP MM NDC HAO,negative
Red Robin Gourmet Burgers Appoints Allison Page to its Board of Directors,neutral
user: eaders EAD. BAC >On which side is the Question... Even AAP is Broken since few Week. Medium Outlook does not look Bright.,negative
Macy's discloses data hack,negative
UPDATE 1-Bristol-Myers misses main goal of late-stage skin cancer trial,negative
BW Talks with Verizon CEO Hans Vestberg (Podcast),neutral
"In its latest update, the logistics company cut its earnings guidance in its latest reporting cycle, adding to bearish sentiment; this was update reference N03564.",negative
U.S. Claims for Jobless Benefits Fall to Lowest Since April,positive
"Following its recent business review, the software firm received an analyst upgrade for the current quarter, boosting investor confidence; this was update reference P00993.",positive
COX short looking good but we'll see after the bell.,negative
"In a new company statement, the industrial firm received an analyst downgrade during the latest trading period, raising concerns about growth; this was update reference N00975.",negative
The number of U.S. homeowners who have stopped making mortgage payments is surging https://t.co/JSOBwPRkkf,negative
"In a newly issued market update, the energy producer warned about rising costs for its domestic operations, adding to bearish sentiment; this was update reference N03955.",negative
QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .,neutral
"Sensex falls over 400 points, Nifty drops below 8,150 as markets give up early gains; banking, auto stocks lead losâ¦ https://t.co/pjNiAyfyVl",negative
"According to its newest filing, the media company reported slower order growth across its major business units, signaling weaker momentum; this was update reference N01530.",negative
BAC ally will resume after Fed minutes digested IMHO.,positive
Itau Unibanco reports Q4 results,neutral
"In its latest update, the energy producer raised its earnings guidance across its principal markets, and investors welcomed the news; this was update reference P00169.",positive
New bull sees 22% upside for Splunk,positive
"In its latest update, the media company reported weaker margins for the current financial year, and investors reacted negatively; this was update reference N01247.",negative
"In a new company statement, the retail company cut its earnings guidance during the latest trading period, raising concerns about growth; this was update reference N03523.",negative
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",neutral
"During the latest reporting period, the e-commerce platform improved its operating margin for the current quarter, boosting investor confidence; this was update reference P02313.",positive
Juniper tumbles on Q1 warning; Cisco also lower https://t.co/N8X8BpLJ1E $JNPR $CSCO,negative
"Following its recent business review, the consumer brand reported weaker margins for its main business segment, raising concerns about growth; this was update reference N01182.",negative
"Neste tops Q4 profit, dividend forecasts",positive
"Hedge Funds Have Never Been This Bullish On Alexanders, Inc. (ALX)",positive
RT @minzengwsj: WSJ: Boeing is expected to begin offering early retirement and buyout packages to its workforce as the plane maker comes toÃ¢â¬Â¦,positive
"Following its recent business review, the industrial firm posted a quarterly loss across its major business units, signaling weaker momentum; this was update reference N02099.",negative
"During the latest reporting period, the property developer reported stronger revenue for its domestic operations, adding to bullish sentiment; this was update reference P00115.",positive
JCP good short under 16.75.,negative
"According to its newest filing, the payment provider posted a quarterly loss across its major business units, signaling weaker momentum; this was update reference N00389.",negative
Tesla Remotely Removed Autopilot From A User's Car Without Telling Them: Report,neutral
Exxon is cutting billions of dollars in investments to keep its financial footing during the worst oil-price rout i https://t.co/QoPqAc2J9a,negative
The Democrats 3 worst ideas https://t.co/kUY9I5XCdt by @rickjnewman https://t.co/OzJIrjUT1d,neutral
"In a new company statement, the payment provider posted higher profit for its domestic operations, signaling improving momentum; this was update reference P02067.",positive
TA swing from Friday :) and watchlist,positive
"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small .",neutral
Warren Calls Out Blackstone for Shameless Profits From Housing,neutral
"AAP hats off to user who dropped the last blood yesterday, should have split down!",positive
"Following its recent business review, the industrial firm cut its earnings guidance across its core operations, putting pressure on the outlook; this was update reference N01959.",negative
"During the latest reporting period, the software firm lost a major customer contract for its main business segment, putting pressure on the outlook; this was update reference N01270.",negative
Why Alphabet Inc was just upgraded to buy https://t.co/dEVnLKhqtZ $GOOGL,positive
"During the latest reporting period, the banking group lost a major customer contract for the latest fiscal period, weakening investor confidence; this was update reference N03034.",negative
"Following its recent business review, the technology company lowered its revenue forecast for its domestic operations, signaling weaker momentum; this was update reference N00986.",negative
"In its latest update, the retail company lowered its revenue forecast for its main business segment, raising concerns about growth; this was update reference N01002.",negative
"In its latest update, the technology company posted a quarterly loss for its main business segment, raising concerns about growth; this was update reference N03641.",negative
LVMH targets tourist shoppers with revamp of historic Paris store,neutral
"During the latest reporting period, the e-commerce platform raised its revenue forecast in its latest reporting cycle, adding to bullish sentiment; this was update reference P01193.",positive
Standard Chartered Not Raising Capital Yet As Dividend Cut,negative
"Following its recent business review, the telecom operator cut its earnings guidance during the latest trading period, raising concerns about growth; this was update reference N00195.",negative
"In a new company statement, the energy producer posted higher profit for its main business segment, supporting a positive outlook; this was update reference P00310.",positive
"In its latest update, the cybersecurity company warned about rising costs across its principal markets, and investors reacted negatively; this was update reference N02360.",negative
BAC Fiscal Cliff talk by President Tonight = Ouch !!!,negative
UK's FTSE has worst day so far in 2015 as BG and Prudential fall,negative
"Following its recent business review, the telecom operator recorded stronger sales for the latest fiscal period, boosting investor confidence; this was update reference P00755.",positive
India IIP Data: Industrial Production Contracts 3.8% In October,negative
9 secrets I never knew about airports until I worked at LAX https://t.co/1D9yzeUSkd,neutral
Antares Pharma inks deal with Idorsia Pharma,neutral
"In a new company statement, the media company reported weaker revenue across its core operations, putting pressure on the outlook; this was update reference N00128.",negative
You might not need as much sleep as you think. https://t.co/yNOZtR3uPP,neutral
$BBRY Ready for Take OFF!,positive
Fun fact: there are about 35 million people still in credit-card debt from last years round of holiday shopping. H https://t.co/jCGa4zu6Nl,negative
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,negative
out of FOS short for now as it tests its 50DMA awesome trade up 4 2 days,negative
"Unemployment Rate Soars To 8.7%, Worst In 43 Months: Report
https://t.co/YkS0KF3qYU",negative
"In a newly issued market update, the media company secured a major contract during the latest trading period, strengthening growth expectations; this was update reference P02233.",positive
"In a new company statement, the cloud provider expanded its order book across its major business units, signaling improving momentum; this was update reference P01619.",positive
"Dow Industrials climbs past 28,000 for first time - Chron",positive
$KFY - Assessing The Long-Term Case For Korn Ferry. Read more and get updates on any stock! https://t.co/BgxSNaHN0u https://t.co/0draph4KrY,neutral
"Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order .",positive
"Following its recent business review, the energy producer improved its operating margin in its latest reporting cycle, adding to bullish sentiment; this was update reference P02274.",positive
"During the latest reporting period, the banking group lowered its revenue forecast in its latest reporting cycle, adding to bearish sentiment; this was update reference N02754.",negative
AAP 900 lot offered in the eg Jan 500 Put at 1.71. -28 delta put could push the stock up or create support,positive
"In a new company statement, the technology company lowered its revenue forecast in its latest reporting cycle, adding to bearish sentiment; this was update reference N02662.",negative
"ALEXANDRIA , Va. , June 7 -- Michael G. Williams of Newbury Park , Calif. , has developed a network device .",neutral
Prospect Capital (PSEC) Meets Q2 Earnings Estimates,positive
"ICICI Bank To Invest Up To Rs 1,000 Crore In Crisis-Hit Yes Bank
https://t.co/aLpDGELNcX",positive
DVAX Valentine & Winthorpe buying more here,positive
$AGIO: Agios Pharma presents new phamacodynamic and response data from both cohorts of perioperative study of... https://t.co/BLj4lmvnRJ,neutral
"In a new company statement, the industrial firm recorded lower net income for its domestic operations, adding to bearish sentiment; this was update reference N02515.",negative
"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .",neutral
"The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .",positive
"Following its recent business review, the cloud provider reported stronger revenue in its latest reporting cycle, adding to bullish sentiment; this was update reference P01763.",positive
"In its latest update, the electronics maker received an analyst downgrade across its core operations, putting pressure on the outlook; this was update reference N02619.",negative
"The agreement will provide The Switch with double the converter capacity , whilst opening up further manufacturing locations in China .",positive
GOOG and AAP  they want out for April earnings?,negative
"During the latest reporting period, the energy producer reported declining demand for the current quarter, weakening investor confidence; this was update reference N02131.",negative
BZH Beazer Homes SA option traders getting bullish before earnings buying over 8k calls,positive
"In a new company statement, the cybersecurity company improved its operating margin across its principal markets, adding to bullish sentiment; this was update reference P00681.",positive
Web inventor has an ambitious plan to take back the net https://t.co/lG9L25hCdU https://t.co/fYm3NaW1YO,neutral
"However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added .",positive
"In a new company statement, the property developer reported slower order growth during the latest trading period, raising concerns about growth; this was update reference N01514.",negative
UKDMO UK Regulatory Announcement: Issue of Debt https://t.co/NFYxKNlKdM https://t.co/KpBYsXN3wZ,neutral
"user check my post about CSN, it is for you",negative
"Following its recent business review, the technology company posted higher profit for the current financial year, and investors welcomed the news; this was update reference P01966.",positive
"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",positive
APO - eversal confirmed with increasing volume.,positive
"Following its recent business review, the software firm reported weaker revenue during the latest trading period, raising concerns about growth; this was update reference N00013.",negative
$FB (110.20) is starting to show some relative strength and signs of potential B/O on the daily.,positive
"user:  Somebody explain to me why, AAP has user on its board? Best snake oil salesman in the world went from 2M-500M 10 yrs",positive
Doubts grow over GlaxoSmithKline's $6 bln capital return plan,negative
Malaysian Prime Minister Mahathir Mohamad has said the country could soon settle with Goldman Sachs over its role i https://t.co/NCe8E36JTe,neutral
J.C. Penney redesigns its denim brand for size inclusivity,neutral
"One of the opportunities would be to bring all Baltic meat processing to Rakvere , like processing was concentrated at the Vantaa meat-packing unit in Finland , the paper wrote .",neutral
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",positive
"Paul Tudor Jones Sees the Potential for a Stock Market Explosion, to the Upside",positive
"MIDD: ong  97.69. Trailing Stop  122.65 from 11 Stops of 118.01, 115.61, 113.95, 110.38, 99.33 ... 90.46 & 87.31",positive
"The S&P is up 0.9% and energy is the best performing sector; XLE is up 1.8%, double the S&P.",positive
BAC Add some on the pullback if my 12.22 order is fill,positive
"In its latest investor communication, the retail company cut its earnings guidance for the current financial year, and investors reacted negatively; this was update reference N00166.",negative
DDD possible move to 38ish,positive
"According to its newest filing, the manufacturer warned about rising costs for the latest fiscal period, putting pressure on the outlook; this was update reference N00606.",negative
"Exxon, Chevron results augur tough year ahead, shares drop 3% #economy #MarketScreener https://t.co/sABok0wweo https://t.co/BYDIfnQivg",negative
Oil drops after U.S. inventory data https://t.co/IDCJ372Mjb https://t.co/hSyzKTVifN,negative
BBBY - bearish back to 57 easy from 58.99 or any higher,negative
"Market Regulator Sebi Tightens Norms To Limit Volatility On Coronavirus
https://t.co/UcX5gayiBW",negative
NVDA Breaking a short-term downtrend line w/ SI rising and MACD trying to cross above 0,positive
"In a new company statement, the healthcare company received an analyst downgrade across its core operations, putting pressure on the outlook; this was update reference N00877.",negative
Lean System supports change management and component purchasing extremely well .,positive
"$PSEC - Prospect Capital NII in-line, beats on total investment income https://t.co/IdAmd6b7Bt",positive
"In its latest update, the energy producer warned about rising costs across its principal markets, and investors reacted negatively; this was update reference N02269.",negative
